report-id,probe-id,source,timestamp,index,meta.proto_hierarchy,meta.packet_len,ip.src,ip.dst,ip.proto_tos,ip.ecn,ip.identification,udp.src_port,upd.dest_port,upd.len,int.num_hop,int.hop_queue_ids,int.hop_latencies,int.hop_queue_occups,int.hop_ingress_times,int.hop_egress_times,int.hop_l4s_mark,int.hop_l4s_drop
1,3,"enp0s8",1671725078.426166,"1.5.5 (417daa7 - Nov 23 2022 13:52:17)","1.7.5 (99fa74ef)"
200,3,"enp0s8",1671725083.632747,0,0,0,0,0,0
200,3,"enp0s8",1671725088.687396,0,0,0,0,0,0
200,3,"enp0s8",1671725093.696140,0,0,0,0,0,0
200,3,"enp0s8",1671725098.696268,0,0,0,0,0,0
200,3,"enp0s8",1671725103.708278,0,0,0,0,0,0
200,3,"enp0s8",1671725108.733226,0,0,0,0,0,0
200,3,"enp0s8",1671725113.737880,0,0,0,0,0,0
200,3,"enp0s8",1671725118.750416,0,0,0,0,0,0
200,3,"enp0s8",1671725123.778631,0,0,0,0,0,0
200,3,"enp0s8",1671725128.778667,0,0,0,0,0,0
200,3,"enp0s8",1671725133.795662,0,0,0,0,0,0
200,3,"enp0s8",1671725138.795815,0,0,0,0,0,0
200,3,"enp0s8",1671725143.861960,0,0,0,0,0,0
200,3,"enp0s8",1671725148.876434,0,0,0,0,0,0
200,3,"enp0s8",1671725153.876300,0,0,0,0,0,0
200,3,"enp0s8",1671725158.876343,0,0,0,0,0,0
200,3,"enp0s8",1671725163.876396,0,0,0,0,0,0
200,3,"enp0s8",1671725168.876459,0,0,0,0,0,0
200,3,"enp0s8",1671725173.876587,0,0,0,0,0,0
200,3,"enp0s8",1671725178.876653,0,0,0,0,0,0
200,3,"enp0s8",1671725183.876675,0,0,0,0,0,0
200,3,"enp0s8",1671725188.905814,0,0,0,0,0,0
200,3,"enp0s8",1671725193.911223,0,0,0,0,0,0
1000,3,"enp0s8",1671725198.682150,"quic-l4s-int",1,"99.182.164",70,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,3,"enp0s8",1671725198.917029,1,0,1,0,70,0
200,3,"enp0s8",1671725203.917097,1,0,1,0,70,0
200,3,"enp0s8",1671725208.925587,1,0,1,0,70,0
1000,3,"enp0s8",1671725211.745007,"quic-l4s-int",2,"99.178.376.0",1294,"10.0.1.12","10.0.0.11",1,1,63825,50176,0,0,0,0,0,0,0,0,0,0
1000,3,"enp0s8",1671725211.746335,"quic-l4s-int",3,"99.178.163",590,"10.0.0.11","10.0.1.12",192,0,60279,0,0,0,0,0,0,0,0,0,0,0
1000,3,"enp0s8",1671725212.745058,"quic-l4s-int",4,"99.178.376.0",1294,"10.0.1.12","10.0.0.11",1,1,63846,50176,0,0,0,0,0,0,0,0,0,0
1000,3,"enp0s8",1671725212.746381,"quic-l4s-int",5,"99.178.163",590,"10.0.0.11","10.0.1.12",192,0,60392,0,0,0,0,0,0,0,0,0,0,0
1000,3,"enp0s8",1671725213.749909,"quic-l4s-int",6,"99.178.376.0",1294,"10.0.1.12","10.0.0.11",1,1,64086,50176,0,0,0,0,0,0,0,0,0,0
1000,3,"enp0s8",1671725213.751579,"quic-l4s-int",7,"99.178.163",590,"10.0.0.11","10.0.1.12",192,0,60466,0,0,0,0,0,0,0,0,0,0,0
200,3,"enp0s8",1671725213.925603,7,0,7,0,5722,0
200,3,"enp0s8",1671725218.925663,7,0,7,0,5722,0
200,3,"enp0s8",1671725223.969553,7,0,7,0,5722,0
200,3,"enp0s8",1671725228.981946,7,0,7,0,5722,0
1000,3,"enp0s8",1671725233.899172,"quic-l4s-int",8,"99.178.376.0",1294,"10.0.1.12","10.0.0.12",1,1,57024,56120,0,0,0,0,0,0,0,0,0,0
